product_id,group_id,variant_id,confidence,evidence
wmt_795728734,acer_chromebook_311_11_6_hd,"acer_chromebook_311_11_6_hd/config:4gb_64gb_acer_311_edu_4gb/64gb_chromebook,_11.6""_hd_display,_amd_a-series_dual-core_a4-9120c,_4gb_ddr4,_64gb_emmc,_802.11ac_wifi_5,_bluetooth_4.2,_chromeos,_cb311-10h-42ly/size:11.6/silicon:amd_ryzen3/packaging:new",0.8484,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_794295318,hp_15_6_laptop_intel_core,"hp_15_6_laptop_intel_core/config:512gb_512gb_hp_15.6""_full_hd_touchscreen_laptop,_intel_core_i7_i7-1165g7,_512gb_ssd,_windows_11_home_in_s_mode,_15-dy2073dx/size:15.6/silicon:intel_i7/packaging:new",0.852,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_793218637,lenovo_thinkpad_14_full_hd_intel,"lenovo_thinkpad_14_full_hd_intel/config:8gb_512gb_lenovo_ideapad_5_14""_1080p_touchscreen_laptop,_amd_ryzen_7_5700u,_8gb_ram,_512gb_ssd,_windows_11home,_graphite_grey,_82lm00ueus/size:14/silicon:amd_ryzen7_5700u/packaging:new",0.8515,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_793162929,dell_dell_latitude_e5570_15_6,"dell_dell_latitude_e5570_15_6/config:16gb_500gb_restored_dell_latitude_15.6""_full_hd_laptop,_intel_core_i5_i5-8350u,_8gb_ram,_500gb_hd,_windows_10_pro,_5590_(refurbished)/size:15.4/silicon:intel_i5/packaging:refurbished",0.8512,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_790624495,lenovo_lenovo_500e_chromebook_11_6,lenovo_lenovo_500e_chromebook_11_6/config:4gb_16gb_restored_lenovo_n21_chromebook_laptop_intel_n2840_2.16ghz_4gb_ram_16gb_ssd_chrome_os_(refurbished)/size:11.6/silicon:intel_i7_8650u/packaging:new,0.845,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_7893864583,lenovo_thinkpad_14_full_hd_intel,"lenovo_thinkpad_14_full_hd_intel/config:8gb_512gb_lenovo_yoga_7_premium_2-in-1_ai_pc_laptop_14""_fhd+_ips_touch_amd_zen4_6-core_ryzen_5_8640hs_8gb_ddr5_512gb_ssd_backlit_fingerprint_fhd_ir_privacy_camera_long-lasting_battery_rapid_charging_win11/size:14/silicon:amd_ryzen5_8640hs/packaging:new_bundle",0.8399,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_7901903671,acer_chromebook_plus_514_premium_google,"acer_chromebook_plus_514_premium_google/config:8gb_512gb_acer_chromebook_plus_514_premium_google_ai_laptop_14""_fhd_ips_touchscreen_intel_octa-core_i3-n305_8gb_ddr5_512gb_ssd_usb-c_free_google_ai/2tb_loud_storage_for_1-year_grey/size:14/silicon:intel_i3/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_787423182,lenovo_ideapad_1_15_6_fhd,"lenovo_ideapad_1_15_6_fhd/config:4gb_128gb_lenovo_ideapad_3i_15.6""_fhd_laptop,_intel_core_i3-1115g4,_4gb_ram,_128gb_ssd,_windows_11,_almond,_81x800emus/size:15.6/silicon:intel_i3_1115g/packaging:new",0.8522,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_787001393,apple_apple_macbook_air_11_6,"apple_apple_macbook_air_11_6/config:4gb_128gb_restored_apple_macbook_air_a1465_mjvm2ll/a_early-2015_11.6""""_laptop_w/core_i5-5250u_1.6ghz_4gb_128gb_ssd_(refurbished)/size:11.6/silicon:intel_i5_5250u/packaging:new",0.8538,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_7839222289,dell_dell_latitude_5400_laptop_intel,dell_dell_latitude_5400_laptop_intel/config:8gb_500gb_restored_dell_latitude_5490_laptop_pc_|_intel_core_i5_8th_gen_|_8gb_ram_|_500gb_hdd_|_windows_11_(refurbished)/size:14/silicon:intel_i5/packaging:new,0.8492,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_9340718561,tcl_65_class_nxtvision_tv_4k_2024,"tcl_65_class_nxtvision_tv_4k_2024/config:16gb_32gb_tcl_65""_class_nxtvision_tv_4k_qled_smart_tv_with_google_tv_and_flush_wall_mount_(new_2024),_65a300w/size:65/silicon:intel_i9/packaging:new_bundle",0.8404,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_781874066,apple_apple_macbook_air_11_6,"apple_apple_macbook_air_11_6/config:4gb_128gb_restored_apple_macbook_air_11.6""_laptop_bundle_includes:_generic_case,_wireless_headset,_bluetooth_mouse,_&_priority_shipping!_[4gb_ram]_[128gb_ssd]_(refurbished)/size:11.6/silicon:intel_i5/packaging:new_bundle",0.8433,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_781145202,hp_pre_owned_hp_chromebook_11,"hp_pre_owned_hp_chromebook_11/config:4gb_32gb_hp_chromebook_laptop_computer_11.6""_hd_intel_celeron_4_gb_memory;_32_gb_emmc/size:11.6/silicon:intel_i3/packaging:new",0.8454,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_780325947,hp_15_6_touch_screen_laptop,"hp_15_6_touch_screen_laptop/config:8gb_256gb_hp_15.6""_screen_fhd_laptop_computer,_amd_ryzen_5_5500u,_8gb_ram,_256gb_ssd,_spruce_blue,_windows_11_home,_15-ef2729wm/size:15/silicon:amd_ryzen5_5500u/packaging:new",0.844,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_779844116,apple_apple_macbook_air_laptop_13,"apple_apple_macbook_air_laptop_13/config:4gb_128gb_restored_apple_macbook_pro_laptop,_13.3""_retina_display,_intel_core_i5-4278u,_4gb_ram,_128gb_ssd,_mac_os,_silver,_mgx72ll/a_(refurbished)/size:13.5/silicon:intel_i5_4278u/packaging:new",0.8479,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_7793263692,lenovo_ideapad_1_15_6_fhd,"lenovo_ideapad_1_15_6_fhd/config:12gb_12gb_lenovo_-_loq_15.6""_gaming_laptop_fhd_-_amd_ryzen_5_7235hs_with_12gb_memory_-_nvidia_geforce_rtx_3050_6gb_-_512gb_ssd_-_luna_grey/size:15.6/silicon:amd_ryzen5_7235hs_nvidia_rtx_3050/packaging:new_bundle",0.8468,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_7762354788,dell_inspiron_2_in_1_14,"dell_inspiron_2_in_1_14/config:8gb_512gb_dell_inspiron_14_14""_touchscreen_2-in-1_laptop,_intel_core_5_120u,_512gb_ssd,_windows_11_home,_7440/size:14/silicon:amd_ryzen5_8640hs/packaging:new",0.85,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_774996620,asus_11_6_720p_netbook_laptops,"asus_11_6_720p_netbook_laptops/config:4gb_64gb_asus_11.6""_720p_netbook_laptops,_intel_celeron,_4gb_ram,_64gb_ssd,_windows_11_home,_star_black,_l210ma-ds02/size:11.6/silicon:intel_i3_1115g/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_7728523386,dell_g16_16_240hz_gaming_laptop,"dell_g16_16_240hz_gaming_laptop/config:16gb_1024gb_dell_g16_7630_gaming_laptop,_intel_i9-13900hx,_16_gb_ddr5_ram,_1_tb_pcle_ssd,_16""_qhd+_(2560x1600),_nvidia_geforce_rtx_4070,_windows_11_home,_metallic_nightshade/size:16/silicon:intel_i9_13900hx_nvidia_rtx_4070/packaging:new_bundle",0.8452,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_7700221061,dell_inspiron_15_3000_3520_15,dell_inspiron_15_3000_3520_15/config:16gb_1024gb_dell_-_inspiron_15_(3520)_touch_laptop_-_intel_core_i7_processor_-_16gb_memory_-_1tb_ssd_-_carbon_black/size:15.5/silicon:intel_i7/packaging:new,0.8507,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_768898209,apple_apple_macbook_air_laptop_13,"apple_apple_macbook_air_laptop_13/config:8gb_256gb_pre-owned_apple_macbook_air_mjve2ll/a_13.3""_intel_core_i5-5250u_1.6ghz_up_to_2.7ghz,_8gb_ram,_256gb_ssd,_wi-fi,_bluetooth_4.0_(fair)/size:13.3/silicon:intel_i5_5250u/packaging:used",0.8388,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_768881746,apple_apple_macbook_air_laptop_13,"apple_apple_macbook_air_laptop_13/config:8gb_128gb_restored_apple_macbook_pro_laptop_core_i5_2.3ghz_8gb_ram_128gb_ssd_13""_space_gray_mpxq2ll/a_(2017)_(refurbished)/size:13.3/silicon:intel_i5/packaging:new",0.8492,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_768837849,acer_chromebook_311_11_6_hd,acer_chromebook_311_11_6_hd/config:4gb_32gb_acer_chromebook_spin_311_cp311-2h-c679_11.6_inch_intel_celeron_n4000_1.1ghz/_4gb_lpddr4/_usb3.1/_chrome_laptop_(pure_silver)/size:11.6/silicon:intel_i3/packaging:new,0.8494,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_767944528,apple_apple_macbook_air_11_6,"apple_apple_macbook_air_11_6/config:4gb_128gb_restored_apple_macbook_air_laptop,_11.6"",_intel_core_i5-4250u,_4gb_ram,_128gb_ssd,_mac_os_x_v10.12_sierra,_silver,_md711ll/b_(refurbished)/size:11.6/silicon:intel_i5_4250u/packaging:new",0.854,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_766504147,asus_asus_chromebook_11_6_hd,"asus_asus_chromebook_11_6_hd/config:4gb_32768gb_restored_asus_chromebook_11.6""_hd_display,_mediatek_8173c_processor,_4gb_ram,_32gb_emmc_storage,_chrome_os,_blue,_c202xa-yb04-bl_(refurbished)/size:11.5/silicon:amd_ryzen5_3500u/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_975927998,lenovo_lenovo_500e_chromebook_11_6,"lenovo_lenovo_500e_chromebook_11_6/config:4gb_32gb_restored_lenovo_500e_chromebook_11.6""_touchscreen_2-in-1s_laptop,_intel_celeron_n4120,_4gb_ram,_32gb_ssd,_chrome_os,_black,_81mc001eus_(refurbished)/size:11.6/silicon:intel_i5_3427u/packaging:new",0.8526,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_708321347,apple_apple_macbook_air_laptop_13,"apple_apple_macbook_air_laptop_13/config:16gb_256gb_restored_apple_macbook_pro_laptop,_15.4""_fhd_retina_display,_intel_core_i7,_16gb_ram,_256gb_ssd,_mac_os,_white,_mjlq2ll/a_(refurbished)/size:13.5/silicon:intel_i7/packaging:new",0.848,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_7044874692,apple_apple_macbook_air_laptop_13,apple_apple_macbook_air_laptop_13/config:8gb_512gb_restored_apple_macbook_air_13-inch_laptop_-_m3_chip_-_8gb_ram_-_512gb_ssd_-_midnight_(refurbished)/size:13.6/silicon:apple_m3/packaging:new,0.8525,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_704231301,dell_dell_latitude_5400_laptop_intel,"dell_dell_latitude_5400_laptop_intel/config:8gb_1024gb_restored_dell_e5450_laptop,_14'',_intel_core_i5-5300u_2.3ghz_processor,_8gb_memory,_1tb_hard_drive,_windows_10_pro_64-bit,_wa5-31194_(refurbished)/size:14/silicon:intel_i5_5300u/packaging:new",0.8479,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_7008571172,hp_15_6_laptop_intel_core,"hp_15_6_laptop_intel_core/config:32gb_1024gb_hp_victus_gaming_laptop,_15.6""_fhd_144hz,_intel_core_i5-12450h,_nvidia_geforce_rtx_3050,_32gb_ram,_1tb_ssd,_backlit_kb,_webcam,_hdmi,_wi-fi_6,_w11_h,_blue/size:15.6/silicon:intel_i5_12450h_nvidia_rtx_3050/packaging:new",0.8503,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_699897357,apple_apple_macbook_air_laptop_13,apple_apple_macbook_air_laptop_13/config:8gb_256gb_restored_apple_macbook_air_laptop_core_i3_1.1ghz_8gb_ram_256gb_ssd_13_gray_mwtj2ll/a_2020_(refurbished)/size:13.5/silicon:intel_i3/packaging:new,0.8514,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_697863087,hp_hp_chromebook_11_g6_ee,"hp_hp_chromebook_11_g6_ee/config:4gb_16gb_restored_hp_chromebook_11_g6_ee_11.6""_chromebook_intel_celeron_1.10ghz_4gb_16gb_chrome_os_(refurbished)/size:11.6/silicon:intel_i5_8200y/packaging:new",0.8434,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_697449446,acer_aspire_3_15_6_full,"acer_aspire_3_15_6_full/config:1gb_128gb_acer_aspire_5_15.6""_slim_core_i3-1115g4_4gb_ram_128gb_ssd_win_11_home_s_mode/size:15.6/silicon:intel_i3_1115g/packaging:new",0.8483,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6936318045,hp_15_6_laptop_intel_core,"hp_15_6_laptop_intel_core/config:8gb_512gb_hp_victus_15.6""_gaming_laptop_-_i5,_8gb_ram,_512gb_ssd,_rtx_3050/size:15.6/silicon:intel_i5_12450h_nvidia_rtx_3050/packaging:new",0.8512,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_695819696,lenovo_ideapad_1_15_6_fhd,"lenovo_ideapad_1_15_6_fhd/config:8gb_256gb_lenovo_ideapad_1i_15.6""_1080p_pc_laptops,_intel_core_i3-1215u,_8gb_ram,_256gb_ssd,_windows_11_in_s_mode,_abyss_blue,_82qd0000us/size:15.6/silicon:intel_i3_1215u/packaging:new",0.853,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6932462612,dell_inspiron_2_in_1_14,"dell_inspiron_2_in_1_14/config:16gb_1024gb_dell_inspiron_14_14""_touchscreen_2-in-1_laptop,_intel_core_7_150u,_1tb_ssd,_windows_11_home,_7440/size:14/silicon:intel_i5_1155g/packaging:new",0.8479,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6928762226,acer_spin_714_14_touchscreen_chromebook,acer_spin_714_14_touchscreen_chromebook/config:16gb_512gb_restored_premium_acer_swift_go_14_laptop_16gb_512gb_ssd_intel_core_ultra_7_155h_1.40ghz_(refurbished)/size:14/silicon:intel_i5_1240p/packaging:refurbished,0.8375,"variant_text_strong,group_text_good,axes_complete,variant_axes_consistent,group_popular"
wmt_6922261449,microsoft_surface_pro_2_in_1_2024,"microsoft_surface_pro_2_in_1_2024/config:16gb_256gb_microsoft_surface_pro_2-in-1_laptop/tablet_(2024),_windows_11_copilot+_pc,_13""_touchscreen_oled_display,_snapdragon_x_elite_(12_core),_16gb_ram,_256gb_storage,_black/size:13/silicon:amd_ryzen5_4680u/packaging:new_bundle",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_6919211187,lenovo_thinkbook_16_g6_laptop_16,"lenovo_thinkbook_16_g6_laptop_16/config:16gb_256gb_lenovo_yoga_7i_2-in-1_laptop,_16""_2k_touchscreen_display,_core_ultra_7_155u_(up_to_4.80_ghz),_16gb_ddr5,_256gb_pcie_ssd,_wi-fi_6e,_backlit_kb,_fp_reader,_tb_4,_webcam,_keypad,_mytrix_hdmi,_win_11_pro/size:16/silicon:amd_ryzen7_8840hs/packaging:new",0.8486,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_686585203,chuwi_gemibook_plus_15_6_laptop,"chuwi_gemibook_plus_15_6_laptop/config:16gb_512gb_chuwi_gemibook_plus_15.6""_laptop_512gb_ssd_16gb_ddr5,12th_gen_intel_n100,2k_ips_display,quad_core,windows_11_gaming_notebook_computer,3.4ghz,wifi_6,1920*1080/size:15.6/silicon:intel_i3_6157u/packaging:new",0.8499,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_684251885,lenovo_thinkpad_14_full_hd_intel,"lenovo_thinkpad_14_full_hd_intel/config:16gb_1024gb_lenovo_thinkpad_x1_carbon_gen_9_20xw_-_ultrabook_-_intel_core_i7_-_1165g7_/_up_to_4.7_ghz_-_win_11_pro_-_intel_iris_xe_graphics_-_16_gb_ram_-_1_tb_ssd_tcg_opal_encryption_-_14""_ips_1920_x_1200_-_wi-fi_6_-_black_paint_-_kbd:_us/size:14/silicon:intel_i7_intel_iris_xe",0.8508,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6945802423,msi_modern_14_b11mo_208_14,"msi_modern_14_b11mo_208_14/config:8gb_512gb_msi_modern_14_c12mo-1254us_-_180-degree_hinge_design_-_intel_core_i3_-_1215u_/_up_to_4.4_ghz_-_win_11_pro_-_uhd_graphics_-_8_gb_ram_-_512_gb_ssd_nvme_-_14""_1920_x_1080_(full_hd)_-_wi-fi_6e,_bluetooth_-_classic_black/size:14/silicon:intel_i3/packaging:new",0.8419,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_683530560,acer_aspire_3_15_6_full,"acer_aspire_3_15_6_full/config:4gb_128gb_acer_aspire_5_slim_laptop,_15.6_inches_full_hd_ips_display,_amd_ryzen_3_3200u,_vega_3_graphics,_4gb_ddr4,_128gb_ssd,_backlit_keyboard,_windows_10_in_s_mode,_a515-43-r19l,_silver/size:15.6/silicon:amd_ryzen3_3200u/packaging:new",0.8515,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_678545989,acer_chromebook_315_2019_15_6_2019,"acer_chromebook_315_2019_15_6_2019/config:4gb_128gb_acer_chromebook_315_(2019),_15.6""_hd,_intel_celeron_n4020,_4gb_ram,_128gb_emmc,_silver,_cb315-3h-c0vt,_chromeos/size:15.6/silicon:amd_ryzen3/packaging:new",0.8546,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6779623283,dell_inspiron_15_3000_3520_15,dell_inspiron_15_3000_3520_15/config:16gb_512gb_new_dell_inspiron_15_3520_15.6''_fhd_120hz_laptop_intel_i7-1255u_16gb_512gb_ssd_win_11_home/size:15.6/silicon:intel_i7_1255u/packaging:new,0.8464,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6924271793,apple_apple_macbook_air_laptop_13,apple_apple_macbook_air_laptop_13/config:16gb_512gb_restored_apple_macbook_air_13-inch_laptop_-_m3_chip_-_16gb_ram_-_512gb_ssd_-_space_gray_(refurbished)/size:13.6/silicon:apple_m3/packaging:new,0.8519,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_676532549,apple_pre_owned_apple_macbook_air,"apple_pre_owned_apple_macbook_air/config:4gb_128gb_pre-owned_apple_macbook_air_mjvm2ll/a_intel_core_i5-5250u_x2_1.6ghz_4gb_128gb_ssd,_silver/size:11.6/silicon:intel_i5_5250u/packaging:used",0.8416,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_675245835,acer_aspire_3_15_6_full,"acer_aspire_3_15_6_full/config:8gb_256gb_acer_aspire_5_a515-43-r5re_-_amd_ryzen_5_-_3500u_/_up_to_3.7_ghz_-_win_10_home_64-bit_-_radeon_vega_8_-_8_gb_ram_-_256_gb_ssd_-_15.6""_ips_1920_x_1080_(full_hd)_-_ethernet,_fast_ethernet,_gigabit_ethernet,_bluetooth,_ieee_802.11b,_ieee_802.11a,_ieee_802.11g,_ieee_802.11n,_ieee_802.11ac_-_wi-fi_5_-_pure_silver_-_kbd:_us_intl/size:15.5/silicon:amd_ryzen5_amd_radeon_vega/packaging:new",0.8461,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6869169646,toemaagic_laptop_15_6_fhd_16gb,"toemaagic_laptop_15_6_fhd_16gb/config:16gb_512gb_laptop_15.6""_fhd_16gb_512gb_intel_celeron_alder_lake_n95_with_windows_11_pro/size:15.6/silicon:intel_i5_1135g/packaging:new_bundle",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_6719460199,microsoft_surface_laptop_15_touchscreen_copilot,"microsoft_surface_laptop_15_touchscreen_copilot/config:16gb_256gb_microsoft_surface_laptop_copilot+_pc_(7th_edition)_15.0""_touchscreen_laptop_qualcomm_snapdragon_x_elite_x1e-78-100_16gb_ram_256_gb_ssd_windows_11_home_zhg-00001/size:15/silicon:amd_ryzen5_4680u/packaging:bundle",0.8457,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6714159201,microsoft_surface_laptop_copilot_pc_13,"microsoft_surface_laptop_copilot_pc_13/config:32gb_1024gb_microsoft_surface_pro_copilot_13""_touchscreen_laptop,_snapdragon_x_elite,_32gb_ram,_1tb_ssd/size:13/silicon:amd_ryzen5_4680u/packaging:new",0.8447,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_669007792,apple_apple_macbook_air_laptop_13,"apple_apple_macbook_air_laptop_13/config:8gb_256gb_restored_apple_macbook_air_laptop_13.3"",_intel_core_i5,_8gb_ram,_256gb_hd,_mac_os,_silver,_mmgg2ll/a_(refurbished)/size:13.5/silicon:intel_i5/packaging:new",0.8531,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_950989858,dell_g5_15_gaming_laptop_core,"dell_g5_15_gaming_laptop_core/config:16gb_512gb_dell_xps_15_7590_ultrabook:_core_i7-9750h,_16gb_ram,_512gb_ssd,_15.6""_oled_uhd_4k_display,_nvidia_gtx_1650/size:15.6/silicon:intel_i7_nvidia_gtx_1650",0.8388,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_667354750,microsoft_surface_laptop_4_13_5,"microsoft_surface_laptop_4_13_5/config:16gb_512gb_microsoft_surface_laptop_-_core_i7_7660u_/_2.5_ghz_-_win_10_pro_-_iris_plus_graphics_640_-_16_gb_ram_-_512_gb_ssd_-_13.5""_touchscreen_2256_x_1504_-_wi-fi_5_-_platinum_-_kbd:_english_used/size:13.5/silicon:intel_i7/packaging:refurbished",0.8491,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_664883153,lenovo_thinkpad_14_full_hd_intel,"lenovo_thinkpad_14_full_hd_intel/config:16gb_512gb_lenovo_ideapad_5_14itl05_14""_fhd_laptop,_intel_core_i5-1135g7,_16_gb_ddr4,_intel_iris_xe_graphics,_512_gb_ssd,_windows_10_home_64,_graphite_grey._82fe00meus/size:14/silicon:intel_i5_1135g_intel_iris_xe/packaging:new",0.8507,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_886353662,apple_apple_macbook_pro_15_4,"apple_apple_macbook_pro_15_4/config:16gb_512gb_restored_apple_macbook_pro_laptop_core_i7_3.1ghz_16gb_ram_512gb_ssd_15""_mptt2ll/a_(2017)_(refurbished)/size:15.4/silicon:intel_i7/packaging:new",0.8524,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_9683450738,hisense_100_class_u7_series_mini_2025,"hisense_100_class_u7_series_mini_2025/config:16gb_32gb_hisense_100-inch_class_qd7_series_qled_4k_uhd_google_smart_tv_(100qd7n,_2024_model)_-_qled,_native_144hz,_amd_freesync_motion_rate_240,_direct_full_array,_game_mode_pro,_alexa_compatibility/size:100/silicon:intel_i9/packaging:new",0.847,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_9606005169,hisense_85_class_u7_series_mini_2024,"hisense_85_class_u7_series_mini_2024/config:16gb_32gb_hisense_85-inch_class_u7_series_mini-led_pro_uled_4k_uhd_google_smart_tv_(85u7n)_-_qled_quantum_dot_color,_dolby_vision,_native_144hz,_up_to_1500-nit,_full_array_local_dimming,_motion_rate_480/size:85/silicon:intel_i9/packaging:new",0.8511,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_960137612,element electronics_element_electronics_55_4k_uhd,"element electronics_element_electronics_55_4k_uhd/config:16gb_32gb_element_electronics_55""_4k_uhd_partial_sun_outdoor_roku_smart_tv_(new)/size:55/silicon:intel_i9/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_959853005,onn_24_class_hd_720p_led,"onn_24_class_hd_720p_led/config:4gb_32gb_onn_24""_class_hd_(720p)_led_roku_smart_television_(100012590)/size:24/silicon:intel_i9_14900hx/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_624915972,acer_chromebook_311_11_6_hd,"acer_chromebook_311_11_6_hd/config:4gb_16gb_pre-owned_acer_11.6""_touchscreen_chromebook_c738t-c44z_4gb_16gb_(good)/size:11.6/silicon:intel_i5_7360u/packaging:used",0.8491,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_9525702305,sharp_4t_c65fv1u_65_class_aquos_2024,sharp_4t_c65fv1u_65_class_aquos_2024/config:16gb_32gb_sharp_4t-c65fv1u_65_inch_aquos_xled_4k_ultra_hd_mini_led_google_tv_with_3_year_amber_protection_plan_(2024)/size:65/silicon:apple_m2/packaging:new_bundle,0.8483,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_9523655699,sharp_4t_c65fv1u_65_class_aquos_2024,sharp_4t_c65fv1u_65_class_aquos_2024/config:16gb_32gb_sharp_4t-c65fv1u_65_inch_aquos_xled_4k_ultra_hd_mini_led_google_tv_with_4_year_amber_protection_plan_(2024)/size:65/silicon:apple_m2/packaging:new_bundle,0.8487,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_683783401,tcl_32_class_hd_720p_roku,"tcl_32_class_hd_720p_roku/config:4gb_32gb_restored_tcl_32""_class_720p_hd_led_roku_smart_tv_3_series_32s321_(refurbished)/size:32/silicon:intel_i5_3427u/packaging:new",0.8454,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_683540269,sceptre_40_class_fhd_1080p_led,"sceptre_40_class_fhd_1080p_led/config:16gb_32gb_sceptre_40""_class_fhd_(1080p)_led_tv_(x405bv-fsr)/size:40/silicon:intel_i9/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_6129502656,lg_oled48c4pua_48_in_class_c4,lg_oled48c4pua_48_in_class_c4/config:16gb_32gb_lg_oled48c4pua_48_in_class_c4_series_4k_oled_smart_tv_with_2-year_extended_warranty/size:48/silicon:intel_i7_1360p/packaging:new_bundle,0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_911616161,apple_macbook_pro_16_laptop_m3,"apple_macbook_pro_16_laptop_m3/config:16gb_512gb_restored_apple_macbook_pro_(16-inch,_apple_m1_pro_chip_with_10-core_cpu_and_16-core_gpu,_16gb_ram,_512gb_ssd)_-_space_gray_(refurbished)/size:16.2/silicon:apple_m1_pro/packaging:new_bundle",0.8417,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
